|character|text|type
0||"THE BOURNE ULTIMATUM
Written by"|unknown
1||Tony Gilroy, Scott Z. Burns & George Nolfi|location
2||"Based on the novels by
Robert Ludlum
FINAL SHOOTING SCRIPT
June 20, 2007"|unknown
3||"Notice:
This material is the property of Beach City Productions LLC
(A wholly owned subsidiary of Universal City Studios, Inc.)
and is intended and restricted solely for studio use by
studio personnel. Distribution or disclosure of the
material to unauthorized persons is prohibited. The sale,
copying or reproduction of this material in any form is
also prohibited."|stage direction
4||1|unknown
5||1   EXT.   NIGHT.   HOUSING PROJECTS -- MOSCOW                    1|stage direction
6||"SMASH CUT
MOTION -- flat out -- it's us -- we're running -- stumbling
-- breathing rushed -- blood in the snow...
We are JASON BOURNE and we're running down an alley...
Supered below:   MOSCOW
BLUE LIGHTS -- from the distance -- strobing through the
night -- rushing toward us -- POLICE CARS -- three of them -
- SIRENS HOWLING as they bear down -- closer -- faster --
until they whip past the alley...
Up against the wall -- BOURNE is hidden in the shadows.
BOURNE is badly wounded -- shot through the shoulder --
bruises and broken bones from the final car chase in
SUPREMACY...
With a GROAN, he lifts himself up, staggers across a park
toward a PHARMACY..."|unknown
7||4   INT. NIGHT. PHARMACY -- MOSCOW                                4|stage direction
8||"ROWS of MEDICINE and FIRST AID supplies, and in the
background, a DOOR being jimmied...It's BOURNE...The ALARM
goes off...
MACRO ON -- MEDICINE BOTTLE
VICODIN, as BOURNE grabs it...Then PENICILLIN...
Then SURGICAL SUPPLIES:
Scalpel...Forceps...Sutures...Cotton gauze...Betadine...
BOURNE finds a large sink...Rests his gun there...Lays out
SURGICAL SUPPLIES...Checks out his back in the
mirror...Opens the capsules of penicillin and pours the
powder directly into the wound...Begins treating himself..."|unknown
9||5   EXT. NIGHT. PHARMACY -- MOSCOW                                5|stage direction
10||"A POLICE CAR pulls up to the curb, lights flashing. One
POLICEMAN goes to the jimmied DOOR. SECOND POLICEMAN sees
blood and footprints. He motions to his partner to
follow..."|unknown
11||6   INT. NIGHT. PHARMACY BATHROOM -- MOSCOW                       6|stage direction
12||"BOURNE finishing up -- splashes water on his face -- he
seems a man on a mission. He looks up --
2"|unknown
13||"A MIRROR.
His face..."|location
14||FB1    FLASHBACK -- JUMBLED STREAKY IMAGES:                           FB1|stage direction
15||"""415"" written on a building."|location
16|DISEMBODIED VOICE (HIRSCH)|Welcome to the program...|speech
17||POV Bourne walks down a corridor (corridor #1).|location
