|character|text|type
0||"SHERLOCK HOLMES
Written by
Michael Robert Johnson,
Anthony Peckham & Simon Kinberg
Sherlock Holmes and Watson characters created by
Sir Arthur Conan Doyle
September 29, 2008
1.
FADE IN:
1   EXT. STREETS OF LONDON - NIGHT                                1
Autumnal streets seen through the sooty glass of a STREET
LAMP. Shadows within shadows. Fog in the air. Full
moon."|unknown
1|WATSON (V.O.)|"The year was 1891. London was the
capital of the world -- the height
of modernity, with the hiss of
steam and smell of coal in the
air. It was also the great
cesspool into which all the
sinners and criminals of the
empire drained."|speech
2||"Gas hisses audibly, the street lamp ignites, and casts a
POOL OF LIGHT onto the street, silhouetting a MAN making
his way through the fog and dark shadows with a lantern."|unknown
3|WATSON (V.O.)|"I had come to London, ten years
prior, to find a life after the
Afghan war. I had hoped to start
a medical practice and settle into
a nice, steady existence. The
life I found was anything but nice
and steady."|speech
4||"We can see that the MAN wears a cape. The distinctive
silhouette of his deerstalker hat is unmistakable. A
FURIOUS CLATTER OF HOOVES APPROACHES in the distance.
The MAN tugs on a pipe and turns towards the growing
stampede."|unknown
5|WATSON (V.O.)|"And that had everything to do with
one man. My friend, my partner,
my burden..."|speech
6||"The MAN exhales a plume of smoke calmly, giving us the
impression that he knows something that we don't."|unknown
7|WATSON (V.O.)|... Sherlock Holmes.|speech
8||"WHAM! The MAN in the deerstalker hat is KNOCKED FLAT by
A RUNNING MAN who has vaulted over a wall, sending him,
his pipe, and hat flying across the cobbles.
(CONTINUED)
2.
1   CONTINUED:                                                       1
The RUNNING MAN leans down as if to assist, but instead
just picks up the smoker's broken umbrella and studies
it. The MAN in the deerstalker hat's eyes widen as he
recognizes his famous assailant.
MAN
Sherlock Holmes?!
SHERLOCK HOLMES offers the handle of the umbrella to the
MAN, hauls him to his feet and hands back his broken
umbrella.
HOLMES
My apologies. Send the bill to
John Watson, 221B Baker Street.
Sherlock Holmes sprints off down an alleyway.   The MAN
takes a step into the road to watch him go --
-- and is nearly flattened for good by the first of a
number of POLICE CARRIAGES, hurtling by on a serious
pursuit, Victorian-style.
2                                                                    2"|unknown
9||INT. CARRIAGE - CLOSEUP ON THE OFFICERS - NIGHT|location
10||"inside. Big, uniformed guys assemble their weaponry -- a
19th century SWAT team. One man stands out as a leader,
older than the rest, INSPECTOR LESTRADE.
A man in plainclothes sits to one side of the officers:
DR. JOHN WATSON, physically as tough as anyone else in
the carriage, but with a more pensive air about him. A
thinking man of action.
3   EXT. STREETS OF LONDON - NIGHT                                   3
Almost tipping over, the carriage turns onto the
Embankment and hurtles through the writhing fog along the
river.
As the carriage banks, we see Holmes cut across the
carriage path again, taking a line the horses cannot
follow.
CUT TO:
ANOTHER ANGLE
Holmes bursts out of an alley, sprints round a corner and
runs across a courtyard to a side door.
WE PULL BACK to see the FACADE OF ST. PAUL'S CATHEDRAL.
3.
4   OMITTED                                                      4
5   INT. CATHEDRAL CRYPTS - ENTRANCE - NIGHT                     5
Holmes enters through the door and stands at the top of a
stairwell. He takes a moment to recover; he's fit, but
not as fit as he used to be.
Holmes descends the stairwell to a door and a spiral
staircase beyond it. He stops at the doorway and peers
round the corner.
A lantern glow ascends the spiral stairway towards
Holmes. Holmes withdraws into the shadows behind the
door. A BOWLER-HATTED MAN ascends the stairs, carrying
the lantern and a gun.
He peers behind the door and holds the lantern up to the
shadows, but does not see Holmes, who has pulled his
black jacket up to conceal his face. The man swings the
lantern away again. He peers about, confused.
We see Holmes' eyes from the shadows, as he lowers his
jacket and thinks through his plan of attack.
HOLMES (V.O.)
Head cocked to the left, partial
deafness in right ear. First
point of attack.
PRE-VISUALIZATION IN VARI-SPEED
FOCUS ON the spot behind the man's right ear, just at the
top of the jaw -- the most vulnerable point. Holmes
launches a hammer blow, and we ramp from 24 fps to 400
fps (ULTRA SLOW MOTION) as he makes contact. The man's
head is thrown back as he spins round.
HOLMES (V.O.)
Then throat, paralyze vocal
chords, stop screaming.
BACK TO 24 fps. The man's mouth opens to cry out. We
RAMP BACK UP TO 400 fps as his Adam's Apple is struck
with a precision karate chop, strangling his scream.
HOLMES (V.O.)
Stink of alcohol, heavy drinker --
knuckles to liver.
BACK TO 24 fps, RAMPING TO 400 fps as a devastating
knuckle-punch to the liver doubles up the bowler-hatted
thug and crumples him to his knees.
(CONTINUED)
4.
5   CONTINUED:                                                       5
SECOND-TIME ACTION - SUPER FAST REPEAT OF ABOVE
Holmes flashes out of the shadows, moving so fast that we
can barely see what he's doing.
THWACK! Hammer blow to ear.
CRACK! Karate chop to throat.
WHAP! Knuckle punch to liver.
BACK TO NORMAL MOTION as the man crumples to the ground,
Holmes takes his bowler hat from his head and flips it
onto his own in one super fast move.
Holmes drags the battered man into the shadows, lifts his
lantern and proceeds down the spiral staircase.
POV - BOTTOM OF THE SPIRAL STAIRCASE
Another bowler-hatted THUG approaches the bottom of the
staircase. He has seen the lantern light. He draws his
gun and approaches. Holmes places the lantern on the
post at the bottom of the bannister, ducks down into the
shadows.
THUG
What's goin' on, John?
When he gets no answer, the THUG points his gun to where
we saw Holmes hide.
But Holmes appears from the shadows behind the THUG,
reaches around him, grabs his gun hand and pistol-whips
him twice with his own gun, dropping him.
Holmes extracts a cigar from the Thug's top pocket and
sniffs it appreciatively.
HOLMES
Hhhmm, good cigar. Who do you
work for?
He jams the cigar in his own top pocket, picks up the
man's bowler and proceeds on, further down into the
crypts.
6                                                                    6
OMITTED
7   INT. CATHEDRAL CRYPTS - BALCONY - NIGHT                          7
TWO HARD MEN in bowler hats stand guard.
CUT TO:
(CONTINUED)
5.
7   CONTINUED:                                                          7
ANOTHER ANGLE
Holmes surveys the scene AT A DISTANCE, out of sight.
Eyes alive with intelligence, processing angles when --
A HEAVY HAND falls on his shoulder.    PULL BACK to
reveal --
(The following exchange in whispers.)
HOLMES
Watson.    Perfect timing.
WATSON
Nice hat.
HOLMES
Just got it.    Where's Lestrade?
WATSON
Getting his troops in formation.
Is that your blood or theirs?
HOLMES
I don't know.    It's an old shirt.
WATSON
You left this behind.
Watson hands him his pistol.    Holmes looks at it with
distaste, doesn't take it.
HOLMES
Knew I'd forgotten something.
Thought I'd left the stove on.
WATSON
You did.
HOLMES
Right.    Shall we?
This is what they do.    This is what they like.
CUT TO:
ANOTHER ANGLE
The two HARD MEN on guard turn fast and gather together
as they hear footsteps approaching.
MAN #1
Des?
(CONTINUED)
5A.
7   CONTINUED: (2)                                              7
He can see the hat, but not the man underneath.
WATSON
Yeah, s'me.
(CONTINUED)
6.
7    CONTINUED: (3)                                               7"|unknown
11||"Watson takes out the two men. He is more of a brawler,
using headbutts, knees, and elbows. Less artful, but no
less effective."|stage direction
12||"8    OMITTED                                                      8
9    INT. CATHEDRAL CRYPTS - BALCONY - NIGHT                      9"|unknown
13||"Thugs dispatched, Holmes and Watson look down and see a
chilling sight.
A WOMAN IN WHITE LIES INSIDE A CRUDELY-PAINTED PENTACLE
(five-sided figure), lit with candles at each corner.
Her eyes roll back in her head, trance-like. A sword has
been placed at her feet.
A HOODED FIGURE KNEELS INSIDE A DOUBLE CIRCLE next to the
pentacle. This is LORD BLACKWOOD. We do not yet see his
face.
ANOTHER HOODED FIGURE stands on the edge of the ceremony,
shrouded in shadow. We do not see his face.
Suddenly, the woman rises up like a broken puppet, as if
pulled to her feet by invisible hands.
Some kind of ritual is about to climax.
Holmes and Watson head down, fast, not caring if they
make a noise or not. Their footsteps echo."|stage direction
14||9A                                                                9A|unknown
15||INT. CATHEDRAL CRYPTS|location
16||"The second hooded figure moves back and melts into the
shadows.
Still kneeling, still hooded, Blackwood chants softly,
Latin incantation repeating and repeating.
ON THE WOMAN as her lips start to move in time with the
incantation. This is spooky, real, powerful stuff.
Holmes and Watson leap from the stairs to Blackwood's
level.
Blackwood simply ignores them.   The Latin incantation
never stops.
Holmes is closer to the girl, Watson closer to Blackwood."|stage direction
17|WATSON|The girl.|speech
18||"(CONTINUED)
7.
9A   CONTINUED:                                                     9A"|unknown
19||"The girl bends with alarming and mechanical suddenness,
picks up the sword and turns it on herself, ready to
plunge the point into her heart.
Holmes lunges, grabs the woman's arm, disarms her and
pulls her out of the pentacle. She collapses.
Simultaneously and eerily the candles extinguish and a
rush of air departs the tunnel.
Blackwood throws back his hood. We finally see his face.
His eyes are intense, he is tapped into something dark
and cruel.
Holmes and Watson are shocked at his identity."|stage direction
20|WATSON|Lord Blackwood?!|speech
21||Blackwood applauds softly, strangely.|stage direction
22|BLACKWOOD|"Well done, Holmes. And Watson as
well."|speech
23||Watson raises his gun, trains it on Blackwood.|stage direction
24|WATSON|Stay right there.|speech
25||"Blackwood raises his hands in front of him, almost
mockingly."|stage direction
26|BLACKWOOD|"Tell me, doctor, as a medical man,
how did you like my work?"|speech
27||(beat)|unknown
28|BLACKWOOD|"The fifth one was so scrawny, it
was over before I'd finished the
first incision."|speech
29||"That's more than Watson can take.   He moves in to pistol-
whip Blackwood --
-- is stopped suddenly by Holmes' hand grabbing his
collar."|stage direction
30|HOLMES|No.|speech
31||Watson struggles forward against Holmes' grip.|stage direction
32|HOLMES|Look.|speech
33||"(CONTINUED)
8.
9A   CONTINUED: (2)                                                9A"|unknown
34||"Holmes seems to be pointing at Blackwood.   Watson looks,
sees nothing."|stage direction
35||HOLMES|unknown
36|HOLMES|Look.|speech
37||"Watson looks, and sees it and his eyes flare wide.
INCHES FROM WATSON'S RIGHT EYE is the needle-pointed end
of a QUIVERING PIECE OF HIGH-TENSILE WIRE, almost
invisible --
-- the other end held between Blackwood's hands.    A
really nasty concealed weapon.
One more step and Watson gets impaled in the eye."|stage direction
38||BLACKWOOD|unknown
39|HOLMES|"What a shame.    That would've been
fun."|speech
40||"We hear heavy boots on the balcony, as Lestrade and his
men finally appear.
POLICEMEN flood the area."|stage direction
41|HOLMES|Impeccable timing, Lestrade.|speech
42||(vis Blackwood)|unknown
43|LESTRADE|Is that -- ?|speech
44||WATSON|unknown
45|LESTRADE|It is.|speech
46||(re: girl)|unknown
47|HOLMES|We've gone for the doctor...|speech
48||(re: Blackwood)|unknown
49|HOLMES|And one for the rope.|speech
50|LESTRADE|You should've waited for my help.|speech
51|HOLMES|"If I had, you'd be cleaning up a
corpse and chasing a rumor.
Besides, the girl's parents hired
me, not the Yard."|speech
52||(a wry smile)|unknown
53|HOLMES|"I can't imagine why they thought
you'd need any assistance."|speech
54||"(CONTINUED)
9.
9A    CONTINUED: (3)                                              9A"|unknown
55||"Lestrade turns, frustrated. He watches his men yank
Blackwood out of his double circle, put chains on him,
while others carry the girl away on a stretcher. She's
still mouthing the incantation.
Lestrade eyes the double circle, the pentacle, shakes his
head, not understanding them.
Grudgingly, reluctantly, hating himself for needing to,
he turns to Holmes."|location
56||"LESTRADE
What do you make of that?
HOLMES
Some kind of ceremony. Five girls
killed beneath cathedrals at the
height of the full moon.
(indicating)
The double circle's for his own
protection.
LESTRADE
London will breathe a sigh of
relief --
WATSON
-- at the excellent work of
Scotland Yard. As usual.
HOLMES
Bravo, Lestrade. Have a cigar."|unknown
57||"Holmes sticks the villain's cigar in Lestrade's pocket
and --
-- A POLICE PHOTOGRAPHER lifts his massive camera.
FLASH! An explosion of light and sparks as a 19th
century flashbulb pops. The SCENE is FROZEN bright for a
split-second and then it FADES.
CREDIT SEQUENCE BEGINS, MUSIC AND TITLES OVER --"|location
58||10                                                                 10|unknown
59||OMITTED|location
60||10A   INT. LAB                                                    10A|unknown
61||"Dim light from a burner heats fluid in a jar, a bench
strewn with scientific equipment. Gloved hands mix
chemicals in a tray, a piece of photo paper on top."|location
62||"10.
10B   INT. NEWSPAPER LIBRARY                                       10B"|unknown
63||"Another pair of hands search urgently through a row of
alphabetized files, coming to rest on the letter ""H."" A
bunch of ""H"" clippings hit the desk. The top one reads:
STUDENT AND ARMY DOCTOR SOLVE LONDON MYSTERY! A photo of
Holmes and Watson in their 20s at a crime scene. Their
eyes are shut for the photo, unaccustomed to flashes."|location
64||10C   INT. LAB                                                     10C|unknown
65||Chemicals are poured over the paper and spread across it.|location
66||10D   INT. NEWSPAPER LIBRARY                                       10D|unknown
67||"Hands flip through more papers, more headlines: STUDENT
AND DOCTOR BEAT COPS TO THE PUNCH AGAIN! ROOMMATES SOLVE
BRIXTON MURDERS! Another picture of Holmes and Watson.
This time, they look more confident, the article bigger.
Another headline: HOLMES AND WATSON OPEN FOR BUSINESS.
Holmes and Watson stand in front of 221 Baker Street."|location
68||10E                                                                10E|unknown
69||"INT. LAB
A negative is clipped over the paper.    A sudden flash of
light as it is exposed."|location
70||10F   INT. NEWSPAPER LIBRARY                                       10F|unknown
71||"Another headline: DOCTOR AND DETECTIVE FOIL JEWELRY
SCAM! A picture of Holmes and Watson, holding a goose by
its feet and smiling. The men are front page news now.
More headlines and photos come fast: LONDON DUO DO IT
AGAIN! A shot of Holmes and Watson, older, shaking hands
with a royal. HOLMES AND WATSON SOLVE SEVERED EAR
MYSTERY... CELEBRATED DETECTIVE PROVES GUILTY MAN
INNOCENT... More and more headlines, Holmes and Watson
getting older, solving crimes, and...
The files are moved to another desk where hands punch
text on a vintage typewriter: ""CATACOMB KILLER IS
INDUSTRIAL TYCOON LORD BLACKWOOD..."""|location
72||10G   INT. LAB                                                     10G|unknown
73||A faint image is forming on the paper.|location
74||"11.
10H   INT. NEWSPAPER LIBRARY                                        10H"|unknown
75||"A hand yanks the paper from the typewriter   and onto a
desk where a typesetter begins to assemble   the story in
blocks of lead type. Upside down and back    to front we
see the words ""SHERLOCK HOLMES,"" one metal   letter at a
time."|location
76||10J   INT. PRINTING PRESS                                           10J|unknown
77||"A roller dripping with ink rolls over the story we have
seen assembled along with an engraving of the image. The
whole thing is fed into a printing press, a whirring mass
of wheels and gears. Papers are bundled and tied, then
distributed until one lands face-up outside the door of:
221 BAKER STREET, where we see the headline ""CATACOMB
KILLER CAUGHT!"" The photo of Holmes and Watson sits
above the fold, dominating the front page.
TITLE SEQUENCE ENDS."|location
78||11                                                                   11|unknown
79||"EXT. 221 BAKER ST. - AFTERNOON
Autumn has turned to winter.
SUPERIMPOSE:   THREE MONTHS LATER
FROM A RAVEN'S POV
We FOLLOW a lady, MRS. HUDSON, walking down the street
with the day's shopping. She picks up a paper with the
day's headline ""BLACKWOOD HANGS TOMORROW: CLAIMS PACK
WITH THE DEVIL."" She continues down the street until
arriving at 221 Baker Street. A raven lands on the entry
gate, she shoos it away, walks up the steps, and inside."|location
80||12    INT. 221 BAKER ST. - WATSON'S APARTMENT                        12|unknown
81||"Watson takes a blood pressure cuff off CAPTAIN PHILIPS,
an OLDER GENTLEMAN who sports an array of medals. The
room is a tribute to military and medical order -- all is
neat and tidy, everything in its place."|location
82||"WATSON
71 over 104... very good, Captain.
CAPTAIN PHILIPS
Me nerves are the best they been
in years, thanks to you.
(CONTINUED)
11aA.
12   CONTINUED:                                                 12"|unknown
83||Watson is pleased by that.|stage direction
84|CAPTAIN PHILIPS|"Tell me something -- your new
offices. There won't be so many
stairs, I hope?"|speech
85|WATSON|"No -- ground floor. And there'll
be a woman's touch, too."|speech
86||"(CONTINUED)
11A.
12   CONTINUED: (2)                                               12"|unknown
87|WATSON (CONT'D)|"I think we can start to wean you
off the medicine --"|speech
88||"BANG-BANG-BANG-BANG-BANG! A dozen GUNSHOTS O.S.    Captain
Philips hits the floor, terrified.
Watson suppresses extreme irritation, writes a
prescription on a piece of paper, then helps Captain
Philips to his feet."|stage direction
89|WATSON|"Let's give it a little longer,
just to be safe."|speech
90||(beat)|unknown
91|WATSON|I'll be right back.|speech
92||"(CONTINUED)
12.
12   CONTINUED: (3)                                               12"|unknown
93||"He heads out, letting his aggravation show once his back
is turned to his patient."|stage direction
94||13   INT. 221 BAKER ST. - HALL                                    13|unknown
95||"As Watson exits his apartment and moves down the hall,
MRS. HUDSON, his landlady, shoots up the stairs with the
paper. Her nerves are almost as bad as Captain Philips'."|stage direction
96||(panting)|unknown
97|MRS. HUDSON|"I won't go in there by myself, not
while he's in this state."|speech
98|WATSON|You're not going in at all.|speech
99||Which is a relief to Mrs. Hudson.|stage direction
100|MRS. HUDSON|"What will I do when you leave?
He'll burn the house down around
me. What will he do? Couldn't
you have a longer engagement?"|speech
101|WATSON|"He just needs a new case, that's
all."|speech
102||"Captain Philips emerges from Watson's apartment, heads
towards them."|stage direction
103|WATSON|I smell burning.|speech
104||"Mrs. Hudson's already-frayed nerves take a turn for the
worse. Watson takes the newspaper from her."|stage direction
105|WATSON|"Why don't you take Captain Philips
and give him a nice cup of tea."|speech
106|MRS. HUDSON|"Come on, Captain, let's go down.
It'll be quieter."|speech
107||(as they leave)|unknown
108|WATSON|"And perhaps some tea and bread up
here when you can."|speech
109||"Watson heads down the hallway to the last door. A
tendril of smoke wafts out from under it. Urgent."|stage direction
110||"(CONTINUED)
12A.
13   CONTINUED:                                                    13"|unknown
111||"Nonetheless, Watson   stops, takes a deep breath, gathers
himself. Something    like this has happened before (is, in
fact, Holmes' usual   brand of chaos) the difference being,
now, that Watson is   sick to death of dealing with it.
Which doesn't mean he won't.
Newspaper in hand, Watson opens the door, pokes his head
in, cautiously. He sees --"|stage direction
112||14   INT. 221 BAKER ST. - HOLMES' APARTMENTS                       14|unknown
113||"Watson squeezes through the doorway to find that the
obstruction is Holmes who is sitting in the dark on a
chair, blocking the door, aiming a gun (with an odd
contraption fastened on its barrel) at the wall.
Unadulterated chaos. A series of FLAMING BULLET HOLES
blasted into the wall in the (ragged) initials ""V.R."""|stage direction
114|WATSON|May I join you in the armory?|speech
115|HOLMES|"Please... Watson, I've been
working on a device which will
suppress the sound of a gunshot."|speech
116||Watson heads towards the conservatory.|stage direction
117|HOLMES|Please... Don't, don't, don't...|speech
118||"Watson pulls open the curtains allowing the light to pour
in."|stage direction
119||WATSON|unknown
120|HOLMES|It needs work.     May I see?...|speech
121||"Watson passes him heading to the other side of the room
(possibly grabs the gun) picking up a pile of open
letters from a table."|stage direction
122|HOLMES|Gently, gently, Watson...|speech
123||"Watson whips open more curtains and opens a window.
Holmes crawls on his hands and knees over to a table
where he finds his sunglasses and puts them on.
Watson sits on a chair and begins to leaf though the
letters."|stage direction
