|character|text|type
0||"JUDGE DREDD
Written by
Steven E. de Souza
Story by"|unknown
1||"SECOND DRAFT
March 17, 1994"|unknown
2|"JUDGE DREDD
FADE IN:"|BLACK SCREEN.|speech
3|NARRATOR|"In the third millennium, the
world... changed.
1 MONTAGE (STOCK - IF DESIRED) 1
Vicious events, both natural and man-made. Earthquakes.
Floods. Ice storms. War. Riots. Chaos and injustice."|speech
4|NARRATOR(CONT'D)|"Climate. Nations. Borders. All
were in upheaval. Humanity itself
turned as violent as the planet.
Civilization threatened to collapse.
And then... a solution was found.
The crumbling, teetering legal
system was merged with the
overburdened police, creating a
powerful and efficient hybrid.
Trained equally in jurisprudence"|speech
5||"and combat, these new guardians (X)
of Society could dispense both
justice and punishment. They were (X)
police, jury and executioner, all
in one. They were... The Judges."|stage direction
6|2 2|thru OMITTED thru|speech
7|4 4|"5 EXT. WASTELAND - DAY 5
It looks like the beginning of time... or its end. Nothing
grows here. Nothing could. This is the CURSED EARTH. With a
WHIRR, a SHUTTLE appears in the sky. We PAN it to a GIANT CITY
WALL. A LOCK-LIKE GATE chugs open. The shuttle ENTERS.
6 INT. CITY LOCK - DAY 6
As the massive craft settles, it is sprayed down by HI-POWERED
JETS. Brown dirt drips away to show eroding metal and the LOGO:
""MEGA-CITY JUDGE SYSTEM - ASPEN PRISON SHUTTLE #3.""
P.A. SYSTEM
ASPEN PRISON SHUTTLE DOCKED. (X)
PAROLEES, PREPARE TO DISEMBARK. (X)
The shuttle's air lock port whooses OPEN. A line of drably (X)
dressed men and women exit, carrying their few possessions. (X)"|speech
8||JUDGE DREDD 2 Rev. #1: 16/4/94|stage direction
9|4 4|"7 THE CITY LOCK - INNER GATE TO CITY - DAY 7
One by one the parolees return to society. We follow the last:
HERMAN FERGUSON (""FERGIE""). Fergie's a.genius - a genius
without common sense, street smarts, or muscle tone. So his
career as a master criminal has gone absolutely nowhere."|speech
10|"GATE GUARD
(SCANNING HIM)"|"Ferguson, Herman. Six month
sentence Aspen Prison served."|speech
11||"Welcome back, Citizen. Your living _
assignment is Block Y, ""Heavenly
Haven"", Red Quad. Watch it or (X)
your ass will be back in Aspen. (X)
Fergie hurries through the gate. We follow him - as he stops in
his tracks. He's looking at"|stage direction
12|"GATE GUARD
(SCANNING HIM)"|8 A MAGNIFICENT CITY 8|speech
13||"Giant towers reach miles into the sky. Elevated skyways are
filled with traffic. Flying Barges and Shuttles service the
highest levels. Dominating all is a building shaped like an
EAGLE: The Hall of Justice. Almost lost and forgotten among' (X)
the towering buildings is a relic from our time: The Statue of (X)
Liberty. Title Supered: (X)
MEGA-CITY ONE: 2539 (X)
Fergie takes another look at the gleaming city, and then his (X)"|stage direction
14|"GATE GUARD
(SCANNING HIM)"|papers. (X)|speech
15||FERGIE (X)|location
16|"GATE GUARD
(SCANNING HIM)"|Heavenly Haven. Sounds nice.|speech
17|CUT TO:|"9 EXT. HEAVENLY HAVEN BLOCK - DAY 9
And it is nice - a perfect Utopian future of happy families
strolling through a green urban park. CAMERA WIDENS... and we
realize that the scene is a, ""video poster"" on a bleak and
rubble-filled EMPTY LOT..Z"|speech
18|VIDEO POSTER|"(taped V.0.)
--oming soon, the Heavenly Haven
Pocket Park. Bringing fresh air
and recreation to your lives.
Another design for better living
from the Mega-City Council. Coming
soon, the Heavenly Haven Pocket
Park. Bringing fresh air..."|speech
