|character|text|type
0||MIAMI VICE|unknown
1||"Based on ""Miami Vice""
created by
Anthony Yerkovich
First Draft
9/22/04
WGAw
FADE IN:"|unknown
2||FADE IN:|stage direction
3||EXT. OCEAN - CLOSE UP:  WATER - MORNING LIGHT|location
4||"We are at the delicate interface between ocean and
air...liquid and gas...the event horizon where molecules
evaporate.  This interchange is ethereal.  Then, low
frequencies rumble through depths...louder...closer, now...
And the ocean surface is torn by a 46-foot catamaran and the
ROAR of 2,700 horsepower, rocketing at us at 140 knots...
OFFSHORE RACER:  ""BORN TO WIN""
in PROFILE.
AERIAL:  ""BORN TO WIN""
...has a canopy, low like a B-1 bomber and extends a half
mile.  It launches off two-foot swells, goes airborne, pushes
to 150 knots with another 1,100 RPM left..."|stage direction
5||INT. RACE BOAT - SONNY CROCKETT|location
6||"pilots the ""Born to Win"" in full helmet.  On the throttle and
flaps is RICARDO TUBBS..."|stage direction
7||"EXT. OCEAN - ""BORN TO WIN"""|location
8||"leads the frontrunners towards a finish line demarcated by a
couple of $10 million yachts loaded with media.  At the last
moment occurs a small power loss, and ""Born to Win"" gets
nosed into second place by the 46-foot Skater, ""Goddess""..."|stage direction
9||CUT TO:|unknown
10||"EXT. MARINA - ""BORN TO WIN"" - LATER"|location
11||"thunders to the dock, throttled down at low revs.  The canopy
is up.  Crockett and Tubbs' helmets are off.  Dockhands tie
it off.  It's the same crowd you catch at a Grand Prix:  nine-
figure money, tall, Northern Italian women and minor German
princesses with Swiss educations, no bimbos and no questions
about asset origins.  The exception is ""Born to Win's""
sponsor, a blonde, dreadlocked, bearded 6'4"" SWITEK.  He
looks like a dot-com entrepreneur who got out in time.  Next
to him is a blonde Ukranian lady with high cheekbones.  We'll
see her again.
WINNING CIRCLE - CROCKETT + TUBBS
in second position to the Japanese driver and throttle man of
""Goddess,"" neither of whom speak English.  The #3 boat,
""Bicardi Silver,"" was driven by David Scott and throttled by
John Tomlinson...
CROCKETT + TUBBS
leave the winning circle among Asian and Mexican
billionaires.  As the small crowd breaks up...
A DEEPLY-TANNED PLAYER
named NICHOLAS in Vuarnet wraparounds and buzz-cut white hair
glides by..."|stage direction
12||(low)|location
13|NICHOLAS|Burnett, what's crackin'?|speech
14|CROCKETT|Nothing.|speech
15|TUBBS|Maxin' and relaxin'.|speech
16||(doesn't believe them)|location
17|NICHOLAS|"Sure.  Change your mind; get
inclined?  Let me know..."|speech
18||"Whatever Nicholas is soliciting, Crockett and Tubbs don't
want.  (Nicholas brokers ""go-fast"" runs, moving loads from
offshore into South Florida.  Among guys who pilot offshore
race boats, there are one or two who've never run a load, but
no one's found them yet.)  Meanwhile..."|stage direction
19||CUT TO:|unknown
20||INT. ALONZO STEVENS' HOUSE - A KITCHEN - NIGHT|location
21||"A couple-hundred-thousand-dollars worth of granite and steel.
Off-screen a restaurant-grade Sub-Zero opens with a hiss.
Fan starts.  Beyond the kitchen we SEE through a dining room
to a den.  A chair is overturned.  We HEAR muffled sounds.
We SEE feet extend through a door jamb.  Someone's on the
floor.  A television is playing, distantly."|stage direction
22||INT. DEN - SEE FAMILY PICTURES|location
23||"so close they almost come to life.  A Venezuelan family, two
boys and a girl in a pool.  Maria, Alonzo, the two boys at
their sister's baptism.  And we see holding the baby daughter
is Riccardo Tubbs.
A family dinner at a South American restaurant.  Tubbs sits
with the youngest daughter on his lap.  Maria is on the other
side of him.  This is the image that almost comes to life.
We hear the vivacious latin ambience late on a Sunday
afternoon when families take the grandparents and have
dinner."|stage direction
24||INT. KITCHEN - SUB ZERO REFRIGERATOR|location
25||"MOVE from the bright glare of the interior ONTO
the broad neck of a MAN.  A Viking is tattooed there.  The
image morphs into a naked woman presenting her rear to a
muscled biker next to a chopper above a swastika residing
between shoulder blades.  SS lightning bolts are on his neck.
PULL BACK from this MAN, who is bent into the frig because
he's hungry.  His head is shaved and he's naked from the
waist up.  A BLACK HEFTY GARBAGE BAG is tied around his
waist.  Yellow industrial gloves are on his hands.  Something
bad is happening in this house..."|stage direction
26||CUT TO:|unknown
27||INT. HELICOPTER - NIGHT|location
28||"It's a Sikorski skimming across the water of Biscayne Bay on
a moonlit night at living-room level past stilt houses.
RICARDO TUBBS
pilots the chopper past the brightly lit windows of high-rise
Collins Avenue condos for the fugitive rich...and heads
towards the MacArthur Causeway."|stage direction
29|CROCKETT|What's our deal?|speech
30|TUBBS|"Backup in case the Russians get
physical."|speech
31|CROCKETT|How lucky's Miss Universe gotta be?|speech
32|TUBBS|"Skin has to touch skin.  That's the
requirement for the warrant.  Then
he makes a credible excuse and he
stops...."|speech
33||(beat)|location
34|TUBBS|"Her crew blackmailed and asset-
stripped the last mark down to his
social security..."|speech
35||"In the back - her long copper legs stretched out under a
short skirt - is GINA CALABRESE."|stage direction
36|GINA|This I gotta see...|speech
37||(beat)|location
38|GINA|"...the ""make up an excuse and stop""
part."|speech
39|CROCKETT|Have faith.|speech
40|GINA|"I have faith.  In horoscopes and
fortune cookies..."|speech
41|TUBBS|So?|speech
42|GINA|"Switek pulling this off...?  That's
not faith; that's delusional..."|speech
43||"Wearing enough of nothing to hide the micro .380, which Gina
checks right now.  There's a round in the chamber.
AERIAL:  THE SIKORSKI crosses past the stacks of $5 million
condos to a landing pad on a roof.  The Miami of the '80's,
that twilight-zone frontier built on coke-fueled cash flow,
is over.  The frontier development stage is passed.  It has
BECOME Casablanca.  Anything goes; everything has a price."|stage direction
