|character|text|type
0||"I, ROBOT
by
Hillary Seitz
FADE IN:"|unknown
1||1   On a DEEP...DEEP...DARKNESS.                                       1|location
2||"A FLICKER. Of LIGHT. Off to the side. Just barely.
Noticeable. ORANGE...YELLOW...as we realise...It's FIRE...
A SOUND.   Something SHATTERING...
Then. A DISEMBODIED VOICE. Muted. We can't quite make out
What it's saying. As it gets LOUDER. And LOUDER. When we
finally. Understand...
DISEMBODIED VOICE
You are in danger...
CUT TO:"|unknown
3||2   INT. SPOONER'S APARTMENT - CLOSE ON                                2|location
4||"DEL SPOONER'S FACE.    His eyes, snapping open.   His face,
covered in sweat.
PULL BACK to REVEAL him lying in bed. Sheets, tangled around
his legs. Alarm clock, playing something relentlessly
cheerful.
Spooner slaps it off. Sits up. Wincing. Bends his RIGHT
ARM. Stiff. He reaches for a BOTTLE OF PILLS. Shakes out a
couple and swallows them. Trying to forget. That dream.
You are in danger...
He rubs his hands over his face. Gets out of bed. His
apartment, basic. Unremarkable. Bearing the signs of
someone who lives alone. Shades drawn. A little messy."|unknown
5||3   INT. SHOWER - MORNING                                              3|location
6||Spooner turns his face into the jet of water.|unknown
7||4   INT. BATHROOM - MORNING                                            4|location
8||"Shaves with a razor.    Using his left hand.   Knicks the cleft
of his chin. Shit."|unknown
9||5   INT. KITCHEN - MORNING                                             5|location
10||"Stares down at the single egg in a saucepan.      Waiting for it
to boil.
2."|unknown
11||6   INT. HALLWAY - MORNING                                          6|location
12||"Heads down the hallway. Looping a knotted tie around his
neck. Kicks some neglected mail from the door and reaches
for the handle. Takes a deep breath and..."|unknown
13||7   EXT. SUBURBAN STREET - MORNING                                  7|location
