|text|type
0|"VANILLA SKY
Written by"|stage direction
1|Cameron Crowe|unknown
2|Shooting Script|location
3|INT. DAVID'S BEDROOM - EARLY MORNING|location
4|INT. DAVID'S BATHROOM - MORNING|location
5|INT. DAVID'S BEDROOM - MORNING|location
6|INT. DAVID'S NEW YORK CITY APARTMENT - MORNING|location
7|INT./EXT. NEW YORK CITY GARAGE BELOW APARTMENT/STREETS -|location
8|EXT. NEW YORK SIDE STREETS u- MORNING|location
9|EXT. TIMES SQUARE -- MORNING|location
10|INT. BEDROOM - MORNING|location
11|INT. BATHROOM - MORNING|location
12|INT. BEDROOM - MORNING|location
13|INT. KITCHEN - MORNING|location
14|INT./EXT. NEW YORK CITY GARAGE/STREETS - DAY|location
15|EXT. NEW YORK SIDE-STREETS - DAY|location
16|EXT. BRIAN'S APARTMENT - DAY|location
17|INT. ANOTHER STREET - DAY - DRIVING|location
18|EXT. AAMES PUBLICATIONS - DAY|location
19|INT. AAMES PUBLICATIONS - DAY|location
20|INT. PRISON PSYCHIATRIC UNIT - NIGHT     (INTERROGATION # 1)|location
21|INT. DAVID'S APARTMENT/BACK ROOM OFF KITCHEN - NIGHT|location
22|INT. DAVID'S BEDROOM - NIGHT|location
23|INT. PARTY -- NIGHT|location
24|INT. APARTMENT STAIRCASE   -- NIGHT|location
25|INT. PARTY - NIGHT|location
26|INT. HOME APARTMENT/OFFICE - NIGHT|location
27|INT. PARTY - NIGHT|location
28|INT. DAVID'S OTHER APARTMENT -- NIGHT|location
29|INT. PARTY|location
30|EXT. SOFIA'S APARTMENT __ NIGHT|location
31|INT. APARTMENT - NIGHT|location
32|INT. KITCHEN - NIGHT|location
33|INT. PSYCHIATRIC UNIT CELL -, DAY         -- THE NEXT|location
34|INT. AARON'S CUBLICLE/PSYCHIATRIC UNIT - DAY|location
35|INT. LIVING ROOM NIGHT|location
36|INT. SOFIA'S APARTMENT - NIGHT - LATER|location
37|EXT. SOFIA'S APARTMENT - DAY|location
38|INT. JULIANNA'S CAR -- EARLY MORNING|location
39|EXT. CENTRAL PARK - HALL OF TREES - DAY - DREAM|location
40|INT. DAVID'S APARTMENT - DAY|location
41|INT. PRISON PSYCHIATRIC UNIT - NIGHT -   (INTERROGATION # 2)|location
42|INT. BEDROOM/BATHROOM - MORNING|location
