|character|text|type
0||"ENOUGH
Written by
Nicholas Kazan
REVISED - 3B"|unknown
1|unknown|"Dialog in parenthesis is (not spoken aloud).
NOTE ON TITLES:
GRAPHIC TITLES pop up throughout. Some are chapter titles,
others more like the explanatory arrows found in cartoons.
Sometimes the words present themselves in normal fashion. At
other times, they're loosely spaced or sharply angled or
individual words flash up one after another. i.e., titles
ought to be wilder and less uniform than I suggest on the page."|speech
2|HEY|"HER FACE. FLASHES . She looks gorgeous, then ordinary,
sloppy, white waitress uniform, gorgeous again, dishes stacked
in her arms, turning, looking, happy, tired. INTERCUT TITLES."|speech
3||"Hi, can I help you?
What would you like?
Want a menu?
Hey Billy.
Hey Tom.
You take care, Rosie."|stage direction
4|SLIM|"We get a sense of her: 23, smart, good attitude, proud to be on
her own and supporting herself even if the job is menial. She
moves quickly, physically, with an almost athletic grace -"|speech
5||"Sure thing, Annie. Have a good one.
That's two straight up.
You're good to go.
Morning.
Hey there.
Morning to you.
(beat, embarrassed)"|stage direction
6|SLIM|What?|speech
7||"(looks down, sees she's
carrying lunch food)"|stage direction
8|SLIM|"Right. Afternoon.
A sense of the diner too. 50's-style joint: hip, lively; a fun
pl ace full of wacko signs that tell us we're in some modestly
sized So. Cal. beach community."|speech
9||"What can I get you?
Whattaya like?
Whattaya want?
(rolls eyes; good-humored"|stage direction
10|SLIM|"rejection of a.come-on:)
Nice try, bud -"|speech
11|(INCREDULOUS)|Does that ever work?|speech
12||"Hey, lemme get that for you.
Hey.
Common' right up."|stage direction
13|(INCREDULOUS)|"END TITLES as we FLASH FOOD IMAGES: beans/eggs/pie/burger/shake
/waffle/grilled cheese, fast flow of too much grub as words fly"|speech
14|"UP :
2"|HOW THEY MET|speech
15||"INT. ""THE ORCA"" RESTAURANT. DAY."|location
16|"UP :
2"|"FLURRY OF MOVEMENT, WAITRESSES setting up for lunch, Slim
joking with GINNY (28, knocked around but still spirited; two
kids at home from different guys; she somehow maintains a good
attitude). Slim views Ginny as her idol: for her attitude, not
her life. Catch them in mid-conversation, Ginny slightly
offended, working-class accent:"|speech
17|GINNY|"Why not? My grandfather was a
lawyer... Plus: I have a logical
mind..."|speech
18|SLIM|"And you're only like 299 thousand
short of what you'd need for law
school."|speech
19||GINNY|location
20|FAST RIFF:|I Piece of cake -|speech
21|SLIM|Piece of pie -|speech
22|GINNY|Piece of ass. So what would you do?|speech
23|SLIM|I don't know...|speech
24|"GINNY
LIAR -
SLIM
(EMBARRASSED)"|"I'm also thinking... well ...I could
go back to school."|speech
25|GINNY|In what? I thought you hated -|speech
26|SLIM|"Psychology maybe, I don't know.
I know it's not cool to say so, but
I'd like to contribute something to
society, even if - (it's just)"|speech
27|"3
GINNY"|"We contribute. We give 'em food,
energy, so they can go out and
save Western Civilization -
A bell rings, a CUSTOMER comes in, and the owner of the place,
PHIL (45, Syrian, also the cook) sticks his head between them:"|speech
28|PHIL|Ladies, please. Am I paying you?|speech
29|GINNY|Not that we noticed.|speech
30|(SEES CLOCK: 11:15)|"Oh my God, speaking.of time -
The lunch rush is coming; they start working triple speed -"|speech
31||"INT. ""ORCA."" LATER."|location
32|(SEES CLOCK: 11:15)|"Ginny and Slim converge carrying dirty dishes, piling them up
for the BUSBOY, TEDDY (21, Hispanic). They haven't stopped
moving for two hours, but now they can take a breath, survey
the scene. Slim notices Ginny has a wet spot under her arm."|speech
33|SLIM|Ever try the rock, hey?|speech
34|GINNY|Excuse me?|speech
35|SLIM|"The deodorant thing. It's salts or
something, it comes in like a...it
looks like some kinda hippie crystal."|speech
36|GINNY|You're saying I sweat.|speech
37|SLIM|Perspire, Ginny. You lightly -|speech
38|"(PERSPIRE)
GINNY"|"(a vow to get even)
I'll remember that.
(as someone comes in)
Your turn, I'm sweatin' too much.
Slim gives her a look, grabs a menu, goes over to where the new
customer, whom we will call for the moment OUR HERO, is seated."|speech
39|4|"When she reaches his booth, she notices he's got a book and a
long-stemmed red rose. She hands him a menu -"|speech
40|SLIM|"Waiting for somebody?
He shakes his head. She can't help noticing he's very
handsome.
SLIM (CONT.
Something to drink?"|speech
41|OUR HERO|Just water, thanks.|speech
42|SLIM|I'll give you a minute to look over -|speech
